Unnamed: 0,id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type,instalment_no_int,out_term,out_revenue
33718,1060979,1292556,7000,7000,7000,36,16.77,248.77,D,D2,< 1 year,RENT,41000,Verified,2017-12-01,Charged Off,n,wedding,20.31,0,2003-04-01,2,7,15,0.0,0.0,1582.19,1582.19,944.53,637.66,0.0,0.0,0.0,2018-08-01,93.72,2022-01-01,0,1,INDIVIDUAL,194.44444444444446,31.14241714285714,7747.2991126285715
33719,1060970,1292545,3000,3000,3000,36,12.69,100.64,B,B5,10+ years,RENT,30000,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,15.4,0,2001-11-01,0,11,15,0.0,0.0,1134.68,1134.68,721.02,282.78,0.0,130.88,1.28,2018-10-01,100.64,2019-03-01,0,1,INDIVIDUAL,83.33333333333333,27.34776,2752.2785664000003
33731,1060485,1292242,14125,14125,14125,36,12.42,472.0,B,B4,10+ years,MORTGAGE,45696,Verified,2017-12-01,Charged Off,n,debt_consolidation,21.93,0,2000-08-01,0,10,26,0.0,0.0,6600.86,6600.86,4875.95,1724.91,0.0,0.0,0.0,2019-02-01,472.0,2022-01-01,0,1,INDIVIDUAL,392.3611111111111,23.5728,11126.3616
33736,1059948,1291788,12000,12000,12000,36,7.51,373.33,A,A3,< 1 year,RENT,83000,Verified,2017-12-01,Charged Off,n,debt_consolidation,8.36,0,2001-07-01,1,9,36,0.0,0.0,3531.72,3531.72,2435.23,547.09,0.0,549.4,5.39,2018-08-01,373.33,2019-02-01,0,1,INDIVIDUAL,333.3333333333333,28.69431,10712.4467523
33740,1060019,1291647,13000,13000,13000,36,20.3,485.12,E,E5,5 years,RENT,42000,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,7.69,0,2006-09-01,1,5,5,0.0,0.0,6564.2,6564.2,3536.97,2483.96,0.0,543.27,5.37,2019-01-01,204.92,2019-05-01,0,1,INDIVIDUAL,361.1111111111111,26.20531384615385,12712.721853046156
33752,1059502,1291327,8200,8200,8200,60,16.77,202.78,D,D2,10+ years,RENT,42000,Verified,2017-12-01,Charged Off,n,credit_card,5.06,0,1990-01-01,1,6,8,0.0,0.0,3033.4,3033.4,1240.19,1380.22,0.0,412.99,3.67,2019-01-01,202.78,2019-07-01,0,1,INDIVIDUAL,136.66666666666666,50.92543902439024,10326.660525365854
33757,1059620,1291228,12000,12000,12000,36,11.71,396.92,B,B3,10+ years,RENT,57200,Verified,2017-12-01,Charged Off,n,debt_consolidation,16.36,0,2000-05-01,0,11,17,0.0,0.0,3564.9,3564.9,2613.54,951.36,0.0,0.0,0.0,2018-10-01,396.92,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,28.15938,11177.0211096
33764,1059319,1291122,35000,22875,22875,60,19.03,593.77,E,E2,4 years,MORTGAGE,235000,Verified,2017-12-01,Charged Off,n,credit_card,14.08,0,1992-07-01,0,13,31,0.0,0.0,19075.97,19075.97,6337.11,7318.78,0.0,5420.08,921.41,2019-12-01,31.28,2022-01-01,0,1,INDIVIDUAL,381.25,43.37807213114754,25756.597889311473
33767,1059461,1291081,15700,9875,9875,60,19.42,258.46,E,E3,< 1 year,MORTGAGE,60000,Verified,2017-12-01,Charged Off,n,debt_consolidation,9.12,0,1998-05-01,0,12,35,0.0,0.0,257.99,257.99,98.47,159.52,0.0,0.0,0.0,2018-01-01,258.46,2022-01-01,0,1,INDIVIDUAL,164.58333333333334,59.40170126582279,15352.963709164556
33772,1059409,1291025,13000,13000,13000,60,19.42,340.24,E,E3,7 years,RENT,55000,Not Verified,2017-12-01,Charged Off,n,credit_card,19.09,0,2002-01-01,1,17,35,0.0,0.0,7825.52,7825.52,3576.75,4233.36,0.0,15.41,0.0,2019-11-01,340.24,2019-11-01,0,1,INDIVIDUAL,216.66666666666666,43.49192307692308,14797.69190769231
33773,1059157,1290971,22250,22250,22250,60,15.27,532.49,C,C4,2 years,MORTGAGE,47532,Verified,2017-12-01,Charged Off,n,debt_consolidation,23.76,0,1992-05-01,3,14,24,0.0,0.0,10060.04,10060.04,4691.15,4345.37,0.0,1023.52,9.91,2019-05-01,532.49,2019-10-01,0,1,INDIVIDUAL,370.8333333333333,47.34970786516854,25213.245941123598
33775,1059291,1290894,12000,8225,8225,60,17.58,206.99,D,D4,10+ years,RENT,78000,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,13.18,0,1994-05-01,1,12,21,0.0,0.0,6353.86,6353.86,2820.19,2730.3,0.0,803.37,7.65,2020-03-01,206.99,2020-08-01,0,1,INDIVIDUAL,137.08333333333334,39.42718541033434,8161.033108085105
33784,1058931,1290729,12000,12000,12000,36,13.16,421.65,C,C5,9 years,MORTGAGE,88000,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,10.6,0,2002-10-01,3,11,20,0.0,0.0,4637.54,4637.54,3074.42,1552.18,0.0,10.94,0.0,2018-11-01,421.65,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,26.77674,11290.412420999999
33791,1058734,1290535,13250,13250,13250,36,17.58,476.24,D,D4,7 years,RENT,35000,Verified,2017-12-01,Charged Off,n,debt_consolidation,18.55,1,2006-12-01,1,7,22,0.0,0.0,11325.82,11325.82,7250.38,3210.62,0.0,864.82,8.49,2019-10-01,476.24,2020-03-01,0,1,INDIVIDUAL,368.05555555555554,16.300854339622642,7763.118870701887
33797,1058824,1290419,35000,35000,35000,36,20.89,944.71,F,F1,5 years,RENT,90000,Verified,2017-12-01,Charged Off,n,debt_consolidation,7.93,0,2002-04-01,1,9,19,0.0,0.0,40669.77,40669.77,20871.91,19689.1,94.48,14.28,2.57,2021-09-01,944.71,2021-12-01,0,1,INDIVIDUAL,972.2222222222222,14.531749714285715,13728.289272582859
33800,1058624,1290219,12375,12375,12375,60,23.13,349.79,G,G2,5 years,RENT,40000,Not Verified,2017-12-01,Charged Off,n,other,20.88,0,1996-01-01,0,27,31,0.0,0.0,8530.26,8530.26,2444.99,4602.6,0.0,1482.67,23.01,2020-01-01,52.05,2020-02-01,0,1,INDIVIDUAL,206.25,48.14550303030303,16840.815504969698
33804,1058519,1290108,24000,24000,24000,36,13.16,805.08,B,B5,1 year,RENT,120000,Verified,2017-12-01,Charged Off,n,credit_card,13.9,0,2006-11-01,0,9,14,0.0,0.0,28413.79,28413.79,23024.99,5136.52,80.49,171.78,30.92,2020-12-01,805.08,2021-07-01,0,1,INDIVIDUAL,666.6666666666666,1.4625149999999978,1177.4415761999983
33806,1058483,1290071,10625,10625,10625,36,14.27,364.54,C,C2,10+ years,RENT,26500,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,15.49,0,1998-09-01,1,6,14,0.0,0.0,3408.15,3408.15,1983.86,928.22,0.0,496.07,4.87,2018-08-01,364.54,2019-02-01,0,1,INDIVIDUAL,295.1388888888889,29.27821552941176,10673.080689091763
33814,1058309,1289896,10625,10625,10625,36,11.71,351.44,B,B3,< 1 year,RENT,30000,Verified,2017-12-01,Charged Off,n,credit_card,23.2,0,2003-12-01,0,11,17,0.0,0.0,11441.01,11441.01,9235.98,1988.52,0.0,216.51,1.95,2020-08-01,351.44,2021-01-01,0,1,INDIVIDUAL,295.1388888888889,4.706326588235295,1653.991416169412
33815,1058301,1289888,17200,17200,17200,60,17.27,429.97,D,D3,9 years,MORTGAGE,55000,Verified,2017-12-01,Charged Off,n,home_improvement,23.76,0,1995-06-01,1,14,38,0.0,0.0,16270.39,16270.39,9065.54,7183.97,0.0,20.88,3.76,2021-03-01,606.0,2022-01-01,0,1,INDIVIDUAL,286.6666666666667,28.376023255813948,12200.838719302325
33822,6874851,1289769,10000,10000,10000,36,18.25,362.78,D,D2,5 years,OWN,94000,Verified,2019-08-01,Charged Off,n,debt_consolidation,7.2,0,2002-09-01,2,3,42,0.0,0.0,6527.88,6527.88,4320.78,2207.1,0.0,0.0,0.0,2021-03-01,362.78,2022-01-01,0,1,INDIVIDUAL,277.77777777777777,20.445192000000002,7417.10675376
33823,1058186,1289765,12000,12000,12000,60,16.77,296.75,D,D2,6 years,RENT,40000,Verified,2017-12-01,Charged Off,n,debt_consolidation,18.66,0,1997-10-01,2,7,11,0.0,0.0,5017.91,5017.91,2130.09,2306.61,0.0,581.21,5.49,2019-03-01,296.75,2019-08-01,0,1,INDIVIDUAL,200.0,49.34955,14644.4789625
33824,1058177,1289756,5000,5000,5000,36,14.27,171.55,C,C2,5 years,MORTGAGE,61400,Not Verified,2017-12-01,Charged Off,n,home_improvement,21.71,0,1999-01-01,1,11,26,0.0,0.0,3405.9,3405.9,2370.47,884.42,0.0,151.01,1.51,2019-07-01,171.55,2019-12-01,0,1,INDIVIDUAL,138.88888888888889,18.932616000000003,3247.890274800001
33825,1058126,1289704,16400,16400,16375,60,17.27,409.97,D,D3,5 years,RENT,61500,Verified,2017-12-01,Charged Off,n,credit_card,12.51,0,2000-07-01,1,6,11,0.0,0.0,9953.6,9938.5,3988.92,4191.28,0.0,1773.4,24.22,2019-08-01,409.97,2020-01-01,0,1,INDIVIDUAL,273.3333333333333,45.40639024390244,18615.257808292685
33827,1058110,1289687,2200,2200,2200,36,13.16,70.9,B,B1,8 years,RENT,26004,Verified,2017-12-01,Charged Off,n,debt_consolidation,14.95,0,2003-01-01,0,3,7,0.0,0.0,261.47,261.47,160.16,86.42,14.88,0.0,0.0,2018-06-01,50.0,2022-01-01,0,1,INDIVIDUAL,61.111111111111114,33.3792,2366.58528
33833,1057720,1289487,10000,10000,10000,60,18.64,257.43,E,E1,5 years,OWN,40000,Verified,2017-12-01,Charged Off,n,credit_card,12.75,0,2006-08-01,0,13,18,0.0,0.0,2691.0,2691.0,634.12,1520.01,0.0,536.87,4.7,2018-12-01,257.0,2019-02-01,0,1,INDIVIDUAL,166.66666666666666,56.19528,14466.3509304
33840,1057358,1289321,5350,5350,5350,36,15.27,186.17,C,C4,6 years,MORTGAGE,52000,Verified,2017-12-01,Charged Off,n,home_improvement,9.46,0,1999-12-01,1,14,28,0.0,0.0,1855.6,1855.6,1246.78,608.82,0.0,0.0,0.0,2018-10-01,186.17,2022-01-01,0,1,INDIVIDUAL,148.61111111111111,27.6104523364486,5140.237911476635
33854,1057424,1288982,16000,16000,16000,36,13.16,500.65,A,A4,1 year,RENT,51000,Verified,2017-12-01,Charged Off,n,debt_consolidation,24.66,0,1992-12-01,0,8,28,0.0,0.0,11928.62,11928.62,9323.14,1688.52,0.0,916.96,9.17,2019-10-01,500.65,2020-03-01,0,1,INDIVIDUAL,444.44444444444446,15.022935,7521.23240775
33864,1057204,1288763,24000,15825,15800,60,21.67,434.11,F,F3,1 year,MORTGAGE,122400,Verified,2017-12-01,Charged Off,n,debt_consolidation,9.98,0,1997-10-01,2,10,16,0.0,0.0,9392.16,9377.41,3525.72,5132.88,0.0,733.56,128.06,2019-08-01,434.11,2020-01-01,0,1,INDIVIDUAL,263.75,46.63234123222749,20243.565652322275
33865,1057201,1288760,10400,12000,10400,60,22.35,289.32,F,F5,3 years,MORTGAGE,72000,Verified,2017-12-01,Charged Off,n,debt_consolidation,8.82,0,2005-04-01,0,8,9,0.0,0.0,3525.35,3525.35,813.59,1492.09,0.0,1219.67,219.54,2018-08-01,289.32,2022-01-01,0,1,INDIVIDUAL,200.0,55.93205,16182.260706
33869,1057110,1288665,2300,2300,2300,36,7.51,71.56,A,A3,< 1 year,MORTGAGE,78000,Verified,2017-12-01,Charged Off,n,other,10.23,0,1993-02-01,1,18,44,0.0,0.0,983.05,983.05,748.15,145.84,0.0,89.06,0.9,2018-12-01,71.56,2019-05-01,0,1,INDIVIDUAL,63.888888888888886,24.28982608695652,1738.1799547826085
33873,1057055,1288609,19000,19000,19000,60,16.77,469.86,D,D2,3 years,OWN,38000,Verified,2017-12-01,Charged Off,n,debt_consolidation,18.09,0,2001-05-01,1,15,29,0.0,0.0,18534.22,18534.22,8164.21,6851.03,0.0,3518.98,608.34,2020-08-01,469.86,2022-01-01,0,1,INDIVIDUAL,316.6666666666667,34.21828421052631,16077.803019157895
33876,1057031,1288585,18800,18800,18800,60,21.28,511.57,F,F2,7 years,RENT,75000,Verified,2017-12-01,Charged Off,n,debt_consolidation,11.73,0,2000-09-01,2,7,9,0.0,0.0,5085.23,5085.23,1516.88,2574.96,0.0,993.39,9.71,2018-08-01,511.57,2019-02-01,0,1,INDIVIDUAL,313.3333333333333,55.15889361702128,28217.635207659576
33882,1056865,1288419,15000,15000,14224,60,12.69,338.93,B,B5,3 years,OWN,30000,Verified,2017-12-01,Charged Off,n,debt_consolidation,24.76,0,2004-06-01,1,7,17,0.0,0.0,9543.84,8138.48,4881.73,3227.63,0.0,1434.48,14.1,2019-12-01,338.93,2020-05-01,0,1,INDIVIDUAL,250.0,40.47308,13717.541004400002
33906,1055838,1287411,18500,18500,18475,36,7.51,575.56,A,A3,1 year,RENT,112000,Verified,2017-12-01,Charged Off,n,debt_consolidation,9.02,0,1996-01-01,1,10,26,0.0,0.0,5480.17,5472.81,3749.41,845.93,28.76,856.08,8.21,2018-08-01,1179.9,2019-02-01,0,1,INDIVIDUAL,513.8888888888889,28.70385081081081,16520.788372670268
33907,1055834,1287408,9500,9500,9500,36,12.69,318.68,B,B5,5 years,MORTGAGE,52000,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,18.95,0,2003-08-01,1,8,11,0.0,0.0,7889.73,7889.73,5629.47,1679.21,15.9,565.15,5.44,2019-11-01,318.68,2020-04-01,0,1,INDIVIDUAL,263.8888888888889,14.667271578947366,4674.166106778946
33913,1055716,1287282,8500,8500,8500,36,15.96,298.67,C,C5,10+ years,RENT,27050,Verified,2017-12-01,Charged Off,n,credit_card,10.25,0,2005-10-01,3,7,10,0.0,0.0,3937.28,3937.28,2218.92,1357.61,0.0,360.75,3.55,2019-02-01,298.0,2019-05-01,0,1,INDIVIDUAL,236.11111111111111,26.602221176470586,7945.28539877647
33922,1055566,1287125,5000,5000,5000,36,7.51,155.56,A,A3,10+ years,RENT,84855,Verified,2017-12-01,Charged Off,n,other,14.14,0,1988-09-01,2,13,18,0.0,0.0,3092.94,3092.94,2492.53,456.55,0.0,143.86,1.44,2019-07-01,155.56,2020-01-01,0,1,INDIVIDUAL,138.88888888888889,18.053784,2808.4466390400003
33923,1055527,1287086,15000,15000,15000,36,12.69,503.18,B,B5,4 years,RENT,62000,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,18.77,0,2005-02-01,0,18,19,0.0,0.0,13126.6,13126.6,9487.75,2888.57,0.0,750.28,7.5,2020-03-01,101.05,2020-05-01,0,1,INDIVIDUAL,416.6666666666667,13.2294,6656.769492
33930,1055322,1286886,16500,16500,16500,36,17.27,590.49,D,D3,10+ years,MORTGAGE,64000,Verified,2017-12-01,Charged Off,n,credit_card,7.97,0,2000-06-01,0,9,13,0.0,0.0,17109.13,17109.13,11018.19,4314.55,0.0,1776.39,269.72,2020-02-01,590.49,2020-06-01,0,1,INDIVIDUAL,458.3333333333333,11.960312727272727,7062.445062327273
33943,1054308,1286151,5000,5000,5000,36,20.89,188.1,F,F1,5 years,RENT,21000,Verified,2017-12-01,Charged Off,n,other,7.14,0,2007-12-01,0,2,4,0.0,0.0,5802.34,5802.34,3936.53,1705.17,0.0,160.64,1.61,2020-06-01,188.1,2020-11-01,0,1,INDIVIDUAL,138.88888888888889,7.656983999999999,1440.2786903999997
33949,1054445,1286076,12200,10350,10350,60,14.27,242.28,C,C2,8 years,MORTGAGE,35000,Verified,2017-12-01,Charged Off,n,debt_consolidation,13.13,0,1997-10-01,0,5,20,0.0,0.0,7027.0,7027.0,3435.2,2601.55,0.0,990.25,9.7,2020-01-01,242.28,2020-06-01,0,1,INDIVIDUAL,172.5,40.08579710144927,9711.98692173913
33962,1053953,1285774,10000,10000,10000,60,15.96,242.97,C,C5,1 year,RENT,56496,Verified,2017-12-01,Charged Off,n,debt_consolidation,18.84,0,1994-12-01,2,11,26,0.0,0.0,4858.86,4858.86,2484.0,2374.86,0.0,0.0,0.0,2019-09-01,32.6,2022-01-01,0,1,INDIVIDUAL,166.66666666666666,45.096000000000004,10956.975120000001
33964,1053935,1285755,8000,8000,8000,36,6.62,245.63,A,A2,10+ years,OWN,42240,Not Verified,2017-12-01,Charged Off,n,credit_card,12.33,0,2000-04-01,0,15,25,0.0,0.0,6133.0,6133.0,5378.64,754.36,0.0,0.0,0.0,2020-01-01,245.63,2022-01-01,0,1,INDIVIDUAL,222.22222222222223,11.796119999999998,2897.4809555999996
33965,1053917,1285737,30000,30000,30000,60,18.64,772.29,E,E1,10+ years,OWN,120000,Verified,2017-12-01,Charged Off,n,credit_card,9.17,0,1999-08-01,0,6,29,0.0,0.0,24439.43,24439.43,9986.78,11637.34,0.0,2815.31,28.15,2020-06-01,772.29,2020-09-01,0,1,INDIVIDUAL,500.0,40.02644,30912.0193476
33969,1054034,1285644,17000,17000,17000,60,20.89,458.86,F,F1,5 years,MORTGAGE,84000,Verified,2017-12-01,Charged Off,n,home_improvement,10.19,0,1996-02-01,1,10,16,0.0,0.0,1950.3,1950.3,496.37,877.6,0.0,576.33,5.97,2018-03-01,458.86,2018-08-01,0,1,INDIVIDUAL,283.3333333333333,58.248105882352945,26727.72586517647
33974,1053718,1285518,8400,8400,8400,36,13.16,261.34,A,A3,10+ years,RENT,72000,Verified,2017-12-01,Charged Off,n,debt_consolidation,20.75,1,1996-05-01,2,8,23,0.0,0.0,1052.85,1052.85,628.48,153.35,0.0,271.02,2.92,2018-03-01,261.34,2018-08-01,0,1,INDIVIDUAL,233.33333333333334,33.306514285714286,8704.32444342857
33981,1053763,1285365,35000,21350,21325,60,20.89,576.27,F,F1,10+ years,MORTGAGE,71316,Verified,2017-12-01,Charged Off,n,debt_consolidation,14.79,1,1994-01-01,1,13,23,0.0,0.0,1151.2,1149.86,412.29,738.91,0.0,0.0,0.0,2018-02-01,576.27,2022-01-01,0,1,INDIVIDUAL,355.8333333333333,58.84133957845433,33908.498758875874
33983,1053529,1285330,14000,14000,14000,60,13.49,322.07,C,C1,10+ years,OWN,35000,Verified,2017-12-01,Charged Off,n,debt_consolidation,13.68,0,2000-02-01,0,5,7,0.0,0.0,12560.73,12560.73,7994.65,4547.36,0.0,18.72,3.37,2021-03-01,322.07,2022-01-01,0,1,INDIVIDUAL,233.33333333333334,25.737214285714288,8289.184605
33989,1053454,1285049,7125,7125,7125,36,7.51,221.67,A,A3,< 1 year,MORTGAGE,30000,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,18.12,0,2001-03-01,0,7,20,0.0,0.0,3103.49,3103.49,2306.14,520.74,0.0,276.61,2.81,2019-03-01,174.2,2021-07-01,0,1,INDIVIDUAL,197.91666666666666,24.34792421052632,5397.2043597473685
33990,1053445,1285040,1400,1400,1400,36,8.9,44.46,A,A5,10+ years,MORTGAGE,30108,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,20.29,0,1986-10-01,1,8,40,0.0,0.0,980.51,980.51,729.45,156.95,0.0,94.11,0.94,2019-08-01,44.46,2020-01-01,0,1,INDIVIDUAL,38.888888888888886,17.242714285714285,766.6110771428572
34002,1053251,1284825,2400,2400,2400,36,9.91,77.34,B,B1,10+ years,MORTGAGE,72000,Verified,2017-12-01,Charged Off,n,wedding,17.38,0,1995-03-01,0,8,41,0.0,0.0,308.96,308.96,232.64,76.32,0.0,0.0,0.0,2018-04-01,77.34,2022-01-01,0,1,INDIVIDUAL,66.66666666666667,32.5104,2514.354336
34006,1053092,1284675,10000,10000,10000,36,17.58,359.43,D,D4,10+ years,RENT,30000,Verified,2017-12-01,Charged Off,n,credit_card,16.56,0,2007-07-01,0,11,14,0.0,0.0,2510.2,2510.2,1554.04,956.16,0.0,0.0,0.0,2018-07-01,359.43,2022-01-01,0,1,INDIVIDUAL,277.77777777777777,30.405455999999997,10928.63305008
34007,1053090,1284673,10000,10000,10000,36,13.49,339.31,C,C1,< 1 year,RENT,26400,Verified,2017-12-01,Charged Off,n,debt_consolidation,13.95,0,2002-04-01,0,7,12,0.0,0.0,2525.96,2525.96,1397.52,634.44,0.0,494.0,4.75,2018-06-01,339.31,2018-11-01,0,1,INDIVIDUAL,277.77777777777777,30.968928,10508.06695968
34024,1052545,1284081,3600,3600,3600,60,18.25,91.91,D,D5,1 year,RENT,32000,Verified,2017-12-01,Charged Off,n,debt_consolidation,17.25,0,2004-02-01,1,8,19,0.0,0.0,3287.82,3287.82,1392.13,1350.35,0.0,545.34,95.49,2020-06-01,91.91,2020-09-01,0,1,INDIVIDUAL,60.0,36.79783333333333,3382.088861666666
34027,1052485,1284017,5325,5325,5325,36,12.42,177.94,B,B4,10+ years,RENT,22000,Verified,2017-12-01,Charged Off,n,credit_card,12.55,0,2002-06-01,0,7,14,0.0,0.0,4617.6,4617.6,3636.02,981.58,0.0,0.0,0.0,2020-02-01,177.94,2022-01-01,0,1,INDIVIDUAL,147.91666666666666,11.41845633802817,2031.8001207887326
34033,1052225,1283778,16000,16000,16000,36,14.65,551.91,C,C3,4 years,RENT,50000,Verified,2017-12-01,Charged Off,n,credit_card,19.44,0,2000-10-01,3,8,35,0.0,0.0,4963.5,4963.5,3367.95,1595.55,0.0,0.0,0.0,2018-09-01,551.91,2022-01-01,0,1,INDIVIDUAL,444.44444444444446,28.422112499999997,15686.448109874998
34034,1052220,1283773,16000,16000,16000,36,14.65,551.91,C,C3,7 years,MORTGAGE,70000,Verified,2017-12-01,Charged Off,n,debt_consolidation,4.99,0,2007-09-01,1,6,6,0.0,0.0,9273.78,9273.78,5731.93,2952.24,0.0,589.61,6.06,2019-06-01,635.81,2019-10-01,0,1,INDIVIDUAL,444.44444444444446,23.1031575,12750.863655824998
34039,1052102,1283645,10000,10000,10000,36,13.49,339.31,C,C1,5 years,RENT,60000,Not Verified,2017-12-01,Charged Off,n,credit_card,17.18,0,1983-07-01,2,9,17,0.0,0.0,6446.45,6446.45,4766.08,1667.13,0.0,13.24,0.0,2019-07-01,339.31,2022-01-01,0,1,INDIVIDUAL,277.77777777777777,18.842112,6393.31702272
34044,1052376,1283497,19000,19000,18975,60,17.58,478.15,D,D4,1 year,RENT,49200,Verified,2017-12-01,Charged Off,n,debt_consolidation,22.34,0,1994-10-01,0,8,21,0.0,0.0,18594.87,18570.59,9365.96,7812.08,0.0,1416.83,248.66,2020-12-01,478.15,2021-05-01,0,1,INDIVIDUAL,316.6666666666667,30.423284210526315,14546.893345263157
34050,1051809,1283310,4000,4000,4000,60,18.64,102.98,E,E1,6 years,RENT,48000,Verified,2017-12-01,Charged Off,n,debt_consolidation,19.15,0,2003-05-01,2,9,25,0.0,0.0,1230.96,1230.96,532.21,698.75,0.0,0.0,0.0,2018-12-01,102.98,2022-01-01,0,1,INDIVIDUAL,66.66666666666667,52.01685,5356.695213
34053,1051442,1283126,6000,6000,6000,36,13.49,203.59,C,C1,1 year,RENT,32000,Verified,2017-12-01,Charged Off,n,debt_consolidation,17.81,1,2003-12-01,0,4,12,0.0,0.0,4048.28,4048.28,2854.22,1003.39,0.0,190.67,1.8,2019-07-01,407.18,2019-12-01,0,1,INDIVIDUAL,166.66666666666666,18.87468,3842.6961012
34056,1051720,1283038,2800,2800,2800,36,7.51,87.12,A,A3,3 years,RENT,27000,Not Verified,2017-12-01,Charged Off,n,other,13.2,0,2001-08-01,1,6,20,0.0,0.0,1042.68,1042.68,862.23,180.45,0.0,0.0,0.0,2018-12-01,87.12,2022-01-01,0,1,INDIVIDUAL,77.77777777777777,24.914185714285715,2170.5238594285715
34062,1051124,1282796,20000,20000,20000,60,14.27,468.17,C,C2,4 years,RENT,45000,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,10.16,0,2004-02-01,0,7,14,0.0,0.0,6219.3,6219.3,2471.52,2671.53,70.12,1006.13,9.97,2018-12-01,938.64,2019-05-01,0,1,INDIVIDUAL,333.3333333333333,52.58544,24618.9254448
34065,1051591,1282697,8000,8000,8000,36,9.91,257.8,B,B1,10+ years,RENT,60000,Verified,2017-12-01,Charged Off,n,home_improvement,19.9,0,2006-06-01,2,4,5,0.0,0.0,4387.49,4387.49,3257.79,857.57,0.0,272.13,2.92,2019-04-01,257.8,2019-09-01,0,1,INDIVIDUAL,222.22222222222223,21.339945,5501.437821
34072,1050995,1282456,25000,25000,24975,60,21.28,680.28,F,F2,10+ years,RENT,76000,Verified,2017-12-01,Charged Off,n,credit_card,19.25,0,2005-01-01,2,8,13,0.0,0.0,8162.16,8154.0,3137.29,5024.87,0.0,0.0,0.0,2018-12-01,680.28,2022-01-01,0,1,INDIVIDUAL,416.6666666666667,52.470504,35694.63446112
34080,1051186,1282273,7200,7200,7200,36,11.71,238.15,B,B3,< 1 year,RENT,50000,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,22.06,0,2002-10-01,0,14,21,0.0,0.0,2235.36,2235.36,1387.04,514.24,0.0,334.08,3.2,2018-08-01,238.15,2019-02-01,0,1,INDIVIDUAL,200.0,29.0648,6921.782120000001
34081,1050934,1282215,5500,5500,5500,36,7.51,171.11,A,A3,2 years,RENT,36500,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,16.73,0,2006-04-01,2,6,12,0.0,0.0,1616.88,1616.88,1114.76,250.44,0.0,251.68,2.43,2018-08-01,171.11,2019-02-01,0,1,INDIVIDUAL,152.77777777777777,28.70338909090909,4911.436907345455
34083,1050905,1282184,6000,6000,6000,36,11.71,132.59,B,B3,3 years,MORTGAGE,39996,Not Verified,2017-12-01,Charged Off,n,debt_consolidation,21.99,0,1999-05-01,0,13,29,0.0,0.0,2514.92,2514.92,1358.51,889.91,0.0,266.5,2.55,2019-05-01,132.59,2019-10-01,0,1,INDIVIDUAL,166.66666666666666,27.84894,3692.4909546
34091,1050229,1281452,9600,9600,9600,36,17.27,343.56,D,D3,3 years,RENT,42000,Verified,2017-12-01,Charged Off,n,other,24.09,0,2004-09-01,0,8,13,0.0,0.0,3195.91,3195.91,1725.63,1018.45,0.0,451.83,4.38,2018-08-01,343.56,2019-02-01,0,1,INDIVIDUAL,266.6666666666667,29.528887499999996,10144.944589499999
34103,1049553,1280954,35000,21675,21650,36,19.91,573.18,E,E4,7 years,MORTGAGE,165000,Verified,2017-12-01,Charged Off,n,other,16.33,0,1996-05-01,0,9,37,0.0,0.0,5156.46,5150.52,2053.76,3102.7,0.0,0.0,0.0,2018-09-01,573.18,2022-01-01,0,1,INDIVIDUAL,602.0833333333334,32.58891072664359,18679.31185029757
34105,1049522,1280922,26000,26000,25975,60,12.69,587.47,B,B5,10+ years,RENT,49000,Verified,2017-12-01,Charged Off,n,debt_consolidation,21.92,0,1991-01-01,0,15,24,0.0,0.0,23514.32,23491.81,15442.23,8042.19,0.0,29.9,5.38,2021-04-01,602.99,2022-01-01,0,1,INDIVIDUAL,433.3333333333333,24.364084615384616,14313.168789000001
34108,1049562,1280778,23000,23000,22975,60,19.91,608.21,E,E4,10+ years,RENT,45600,Verified,2017-12-01,Charged Off,n,other,18.68,0,1995-01-01,0,6,44,0.0,0.0,9632.66,9622.2,3537.29,4975.13,0.0,1120.24,201.64,2019-02-01,608.21,2019-07-01,0,1,INDIVIDUAL,383.3333333333333,50.77228695652174,30880.212649826088
